Industry Indices: Price - US$ Currency Europe;Europe;;;;;Eurozone;;;;
Date;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus ;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus
    ;SXBSCL;S3000L;S5000L;SXFINL;SXIDUL;SXBSCK;S3000K;S5000K;SXFINK;SXIDUK
16.02.2010;  485.50;  404.31;  160.69;  190.54;  239.71;  439.90;  285.26;  155.74;  185.67;  312.89;
17.02.2010;  489.11;  408.94;  162.76;  193.86;  244.01;  442.19;  288.87;  156.92;  188.79;  318.29;
18.02.2010;  492.87;  410.52;  162.45;  193.87;  246.83;  443.57;  288.96;  156.96;  188.51;  320.78;
19.02.2010;  487.41;  412.52;  161.73;  193.01;  245.51;  441.61;  289.53;  156.78;  188.15;  319.31;
22.02.2010;  489.94;  411.64;  161.14;  195.18;  246.96;  441.74;  288.57;  156.03;  189.44;  320.65;
23.02.2010;  480.48;  410.03;  159.84;  191.42;  244.31;  434.94;  285.96;  155.08;  184.19;  315.55;
24.02.2010;  480.05;  411.97;  160.52;  192.98;  244.59;  434.48;  287.06;  155.96;  185.02;  315.50;
25.02.2010;  465.75;  402.94;  157.52;  188.91;  238.85;  425.35;  280.62;  153.08;  180.40;  307.11;
26.02.2010;  476.06;  410.32;  160.23;  193.18;  244.27;  433.09;  286.72;  156.74;  186.09;  315.36;
01.03.2010;  481.23;  413.10;  160.98;  190.48;  245.49;  437.44;  289.50;  157.97;  186.22;  317.48;
02.03.2010;  490.60;  418.07;  163.03;  193.69;  249.35;  445.07;  294.29;  160.57;  189.36;  323.42;
03.03.2010;  505.35;  421.48;  164.76;  198.13;  254.41;  455.78;  298.45;  162.62;  193.83;  331.49;
04.03.2010;  499.16;  420.20;  164.53;  198.27;  253.60;  449.60;  295.68;  162.43;  193.76;  329.94;
05.03.2010;  512.66;  423.84;  166.58;  203.44;  257.24;  458.25;  301.17;  163.76;  199.22;  334.51;
08.03.2010;  513.10;  423.79;  167.18;  203.92;  257.65;  458.91;  300.90;  164.65;  200.24;  334.37;
09.03.2010;  510.13;  422.31;  166.31;  201.60;  256.28;  458.77;  300.02;  163.91;  198.10;  332.64;
10.03.2010;  518.24;  425.82;  167.42;  205.01;  259.71;  465.59;  304.07;  165.69;  202.32;  338.09;
11.03.2010;  513.79;  426.43;  168.13;  204.09;  259.01;  462.51;  304.55;  166.01;  200.89;  336.98;
12.03.2010;  520.27;  429.61;  169.59;  206.65;  263.00;  467.38;  307.05;  166.49;  203.13;  341.97;
15.03.2010;  509.00;  425.01;  167.51;  203.17;  258.53;  458.29;  302.33;  164.51;  199.17;  335.58;
16.03.2010;  519.12;  432.04;  170.35;  207.29;  263.48;  467.57;  307.94;  167.97;  203.44;  342.50;
17.03.2010;  526.11;  432.40;  171.52;  209.78;  266.93;  470.58;  308.20;  168.45;  205.86;  347.67;
18.03.2010;  519.18;  430.74;  170.39;  205.81;  264.37;  463.44;  306.02;  166.43;  201.50;  343.04;
19.03.2010;  508.50;  426.00;  169.04;  204.25;  262.24;  456.40;  303.61;  165.39;  199.32;  339.29;
22.03.2010;  512.31;  428.97;  168.86;  203.07;  262.36;  458.47;  304.14;  165.09;  198.00;  338.83;
23.03.2010;  517.68;  429.82;  169.64;  204.88;  265.56;  460.22;  305.31;  166.26;  200.16;  342.82;
24.03.2010;  512.39;  424.57;  167.75;  202.18;  261.59;  453.78;  301.23;  164.40;  197.15;  337.42;
25.03.2010;  517.40;  427.77;  170.30;  205.39;  263.81;  460.68;  303.92;  166.73;  200.72;  341.10;
26.03.2010;  517.98;  427.32;  170.64;  206.12;  263.75;  461.82;  303.85;  167.46;  202.52;  341.49;
29.03.2010;  525.20;  429.02;  171.63;  207.14;  264.79;  466.42;  305.34;  168.65;  203.70;  344.00;
30.03.2010;  525.24;  428.10;  171.36;  205.55;  262.90;  463.41;  303.03;  167.41;  201.35;  339.93;
31.03.2010;  530.72;  431.50;  172.27;  206.51;  265.24;  468.37;  305.30;  168.71;  201.48;  343.27;
01.04.2010;  544.05;  437.48;  175.43;  210.17;  270.57;  477.19;  310.67;  172.01;  205.27;  349.94;
06.04.2010;  544.90;  432.52;  174.92;  209.00;  270.62;  475.10;  308.37;  170.89;  203.96;  349.32;
07.04.2010;  538.08;  430.29;  174.13;  207.81;  269.12;  470.72;  305.61;  169.87;  202.19;  347.16;
08.04.2010;  531.50;  426.79;  173.68;  205.04;  266.79;  466.39;  303.19;  168.86;  198.93;  343.76;
09.04.2010;  542.77;  433.45;  176.61;  210.16;  272.01;  474.78;  309.29;  172.37;  204.77;  351.66;
12.04.2010;  543.95;  438.16;  178.03;  213.96;  274.62;  479.11;  313.53;  174.23;  209.31;  355.37;
13.04.2010;  537.85;  437.24;  177.96;  212.69;  272.29;  475.89;  313.17;  173.52;  207.88;  350.91;
14.04.2010;  546.80;  440.42;  179.68;  215.66;  275.76;  480.49;  316.41;  175.54;  210.80;  355.41;
15.04.2010;  545.45;  438.11;  179.59;  216.74;  275.61;  477.50;  314.34;  174.81;  210.49;  354.60;
16.04.2010;  529.43;  431.44;  176.96;  210.70;  272.24;  467.41;  309.33;  172.40;  203.51;  348.36;
19.04.2010;  522.47;  425.94;  175.81;  207.88;  269.82;  463.36;  307.04;  171.18;  200.89;  346.05;
20.04.2010;  528.08;  434.63;  177.58;  210.34;  274.89;  469.60;  314.87;  173.13;  203.82;  353.47;
21.04.2010;  520.26;  432.44;  177.73;  206.48;  271.99;  465.81;  312.49;  172.82;  198.77;  349.11;
22.04.2010;  512.75;  430.30;  176.71;  201.57;  265.81;  458.72;  309.47;  170.57;  192.88;  340.32;
23.04.2010;  523.90;  436.48;  179.35;  203.30;  272.72;  471.75;  314.77;  172.40;  194.34;  349.00;
26.04.2010;  534.17;  440.38;  180.24;  205.26;  276.04;  479.01;  317.48;  172.58;  195.56;  353.10;
27.04.2010;  513.53;  428.72;  175.54;  196.60;  266.86;  465.30;  308.26;  167.92;  185.88;  339.95;
28.04.2010;  503.72;  417.66;  170.00;  192.04;  259.93;  455.07;  300.33;  163.09;  180.02;  331.07;
29.04.2010;  510.43;  426.69;  173.69;  196.64;  265.96;  458.13;  307.92;  166.46;  184.29;  339.23;
30.04.2010;  499.99;  425.60;  173.50;  195.68;  266.35;  450.91;  307.59;  167.12;  184.67;  341.45;
03.05.2010;  497.06;  422.81;  173.19;  194.08;  264.06;  447.96;  305.75;  166.67;  182.61;  337.29;
04.05.2010;  467.22;  411.30;  168.39;  183.61;  252.86;  425.68;  293.39;  161.37;  170.73;  320.02;
05.05.2010;  460.67;  402.64;  163.55;  178.54;  245.70;  415.44;  286.92;  156.17;  164.70;  310.47;
06.05.2010;  452.77;  397.60;  158.84;  169.83;  240.72;  409.59;  282.45;  150.60;  155.34;  303.13;
07.05.2010;  437.85;  380.73;  150.51;  162.38;  229.97;  392.56;  270.83;  143.50;  148.07;  290.41;
10.05.2010;  476.24;  405.78;  161.61;  185.85;  249.91;  424.05;  292.70;  154.81;  175.24;  318.77;
11.05.2010;  465.71;  405.21;  159.18;  181.06;  247.32;  416.59;  291.03;  152.76;  169.70;  315.52;
12.05.2010;  470.32;  410.54;  162.77;  183.30;  253.33;  422.78;  295.28;  155.81;  171.77;  322.24;
13.05.2010;  473.24;  409.18;  162.05;  180.91;  251.63;  422.57;  294.97;  155.24;  168.92;  320.57;
14.05.2010;  447.95;  394.79;  155.59;  170.38;  240.67;  402.24;  282.88;  148.76;  156.98;  303.88;
17.05.2010;  442.01;  392.65;  153.69;  168.80;  236.36;  400.01;  280.73;  146.58;  155.35;  298.07;
18.05.2010;  450.18;  397.96;  155.62;  172.30;  241.65;  406.98;  286.18;  149.04;  160.21;  306.70;
19.05.2010;  427.39;  386.74;  151.06;  165.90;  232.27;  392.22;  277.90;  145.30;  154.10;  295.80;
20.05.2010;  412.42;  377.51;  147.28;  162.78;  225.04;  381.90;  270.97;  142.69;  151.13;  287.28;
21.05.2010;  423.91;  379.60;  148.45;  166.62;  228.73;  388.42;  274.78;  143.68;  156.06;  292.26;
24.05.2010;  421.47;  377.94;  147.63;  164.32;  226.15;  381.38;  271.81;  141.82;  152.17;  287.59;
25.05.2010;  405.09;  366.27;  142.33;  156.89;  216.26;  365.83;  261.33;  136.39;  144.62;  273.70;
26.05.2010;  422.79;  373.90;  146.15;  159.59;  222.46;  375.62;  267.43;  139.50;  146.21;  281.75;
27.05.2010;  439.14;  384.07;  149.91;  166.02;  231.06;  389.53;  276.77;  142.95;  152.48;  293.98;
28.05.2010;  436.78;  386.07;  151.27;  165.65;  232.16;  388.12;  278.56;  144.48;  152.82;  294.77;
31.05.2010;  436.95;  387.10;  151.37;  165.38;  232.33;  386.80;  279.06;  143.82;  151.74;  294.55;
01.06.2010;  438.13;  390.74;  152.39;  165.73;  233.09;  387.50;  279.70;  144.30;  150.19;  294.54;
02.06.2010;  432.60;  391.75;  151.86;  163.58;  231.43;  384.72;  279.62;  143.88;  148.17;  292.13;
03.06.2010;  436.73;  397.07;  154.32;  165.45;  235.23;  389.86;  283.66;  146.04;  149.03;  296.93;
04.06.2010;  422.85;  387.55;  150.10;  157.83;  227.74;  377.82;  274.37;  141.23;  140.26;  285.82;
07.06.2010;  414.30;  383.64;  147.37;  155.25;  223.74;  372.05;  270.50;  138.70;  137.32;  280.27;
08.06.2010;  413.74;  383.01;  144.79;  153.33;  222.68;  371.40;  269.55;  137.43;  135.99;  279.06;
09.06.2010;  428.99;  394.92;  149.50;  158.25;  230.45;  383.48;  279.24;  141.45;  140.58;  289.11;
10.06.2010;  441.29;  401.82;  151.77;  162.44;  236.87;  391.17;  286.30;  143.83;  145.46;  297.99;
11.06.2010;  438.49;  398.84;  150.98;  164.55;  235.82;  392.69;  285.26;  144.17;  149.58;  296.77;
14.06.2010;  456.22;  409.08;  154.69;  170.19;  244.38;  406.73;  293.12;  147.81;  155.29;  308.06;
15.06.2010;  458.09;  409.69;  157.10;  172.97;  247.32;  408.48;  294.00;  149.73;  158.72;  311.79;
16.06.2010;  460.07;  409.48;  157.04;  173.36;  246.76;  410.45;  293.00;  149.70;  159.04;  310.92;
17.06.2010;  459.53;  412.84;  157.48;  174.68;  247.33;  412.75;  296.70;  151.08;  160.32;  311.68;
18.06.2010;  461.23;  412.90;  158.03;  177.18;  248.62;  413.22;  297.94;  151.69;  163.73;  313.39;
21.06.2010;  474.93;  417.91;  158.00;  178.86;  252.47;  420.85;  303.37;  151.97;  164.88;  318.27;
22.06.2010;  467.77;  414.60;  157.02;  176.29;  248.43;  416.48;  300.40;  150.02;  161.40;  312.55;
23.06.2010;  461.35;  408.92;  156.04;  173.45;  244.29;  409.80;  296.00;  147.45;  158.25;  306.30;
24.06.2010;  454.84;  406.13;  154.80;  169.77;  240.45;  406.47;  292.98;  146.09;  154.82;  300.41;
25.06.2010;  447.03;  403.80;  153.88;  169.39;  238.90;  402.06;  289.40;  145.29;  154.69;  297.24;
28.06.2010;  457.16;  411.79;  155.07;  171.94;  243.26;  411.11;  295.89;  147.03;  157.43;  303.65;
29.06.2010;  430.72;  397.94;  149.73;  163.15;  231.62;  388.09;  282.39;  141.26;  147.56;  287.24;
30.06.2010;  426.71;  400.12;  149.04;  164.25;  232.08;  388.88;  284.90;  141.71;  150.25;  288.71;
01.07.2010;  420.39;  395.76;  147.96;  162.71;  229.40;  386.23;  281.79;  140.84;  149.62;  286.28;
02.07.2010;  426.31;  397.59;  150.40;  165.41;  231.98;  390.13;  284.65;  143.19;  152.34;  289.08;
05.07.2010;  418.04;  395.53;  150.54;  163.35;  231.14;  383.84;  282.01;  143.04;  149.99;  288.37;
06.07.2010;  437.99;  408.29;  154.39;  170.55;  238.86;  398.79;  292.67;  146.78;  157.00;  298.07;
07.07.2010;  438.35;  410.78;  155.19;  175.59;  239.40;  399.19;  294.69;  147.88;  163.63;  298.41;
08.07.2010;  445.17;  414.92;  156.88;  179.10;  243.22;  405.84;  297.10;  149.96;  167.60;  302.94;
09.07.2010;  450.83;  415.58;  157.13;  179.55;  243.41;  409.96;  298.26;  150.31;  167.76;  302.51;
12.07.2010;  445.87;  416.53;  156.92;  179.40;  243.44;  408.17;  298.65;  150.08;  166.99;  303.02;
13.07.2010;  456.97;  427.82;  161.10;  184.70;  250.89;  418.20;  308.05;  153.82;  171.84;  311.92;
14.07.2010;  458.36;  429.78;  162.16;  185.15;  252.00;  420.05;  309.28;  154.70;  172.34;  313.30;
15.07.2010;  456.03;  433.05;  162.76;  184.01;  251.08;  420.15;  311.20;  155.61;  171.06;  312.41;
16.07.2010;  451.26;  429.23;  161.19;  179.90;  247.47;  416.23;  308.52;  154.42;  168.02;  307.94;
19.07.2010;  449.42;  425.14;  159.71;  178.99;  245.58;  414.73;  305.84;  153.66;  167.28;  305.76;
20.07.2010;  452.91;  421.67;  158.63;  178.55;  242.92;  411.02;  301.26;  152.09;  166.44;  301.80;
21.07.2010;  459.37;  425.63;  160.59;  179.72;  246.03;  413.40;  303.29;  153.65;  166.33;  304.54;
22.07.2010;  471.31;  435.07;  164.19;  186.26;  255.12;  426.59;  312.57;  157.72;  173.43;  317.56;
23.07.2010;  475.40;  435.71;  165.06;  185.51;  256.17;  428.21;  312.00;  157.69;  172.40;  318.24;
26.07.2010;  479.40;  439.78;  166.92;  190.07;  259.71;  431.76;  316.30;  159.97;  177.45;  323.80;
27.07.2010;  479.85;  432.92;  166.58;  197.99;  258.43;  431.23;  311.31;  159.41;  185.24;  323.89;
28.07.2010;  480.04;  431.53;  165.98;  198.34;  257.27;  427.91;  310.07;  158.71;  186.06;  322.48;
29.07.2010;  478.48;  429.01;  166.72;  198.47;  257.47;  426.22;  308.51;  159.53;  185.92;  322.00;
30.07.2010;  475.72;  427.17;  165.73;  196.14;  255.39;  424.10;  307.26;  159.37;  182.96;  319.26;
02.08.2010;  501.03;  437.84;  171.41;  205.59;  265.35;  445.28;  315.47;  163.94;  191.70;  332.04;
03.08.2010;  500.39;  439.99;  171.70;  205.92;  265.44;  445.42;  317.42;  163.87;  192.36;  332.78;
04.08.2010;  498.64;  438.52;  170.35;  203.99;  263.21;  445.71;  316.01;  163.06;  190.59;  329.04;
05.08.2010;  500.51;  433.34;  169.88;  203.43;  264.39;  448.24;  314.10;  162.90;  190.17;  331.91;
06.08.2010;  503.24;  430.60;  170.18;  202.93;  263.61;  449.81;  310.95;  162.86;  189.42;  330.22;
09.08.2010;  505.49;  435.03;  171.85;  205.14;  266.33;  452.61;  314.47;  164.29;  191.48;  335.06;
10.08.2010;  490.70;  427.91;  168.06;  200.26;  259.71;  441.78;  308.67;  160.90;  186.68;  326.35;
11.08.2010;  471.45;  417.65;  163.02;  191.51;  249.47;  424.82;  297.40;  155.37;  177.60;  311.99;
12.08.2010;  470.42;  420.33;  161.90;  189.67;  246.66;  422.56;  297.33;  154.97;  175.02;  308.31;
13.08.2010;  467.22;  419.07;  160.62;  188.40;  245.22;  417.69;  295.41;  152.99;  173.04;  305.90;
16.08.2010;  472.52;  423.95;  162.28;  188.93;  247.62;  419.90;  298.00;  154.27;  173.03;  308.47;
17.08.2010;  481.52;  427.83;  164.29;  192.48;  252.52;  429.60;  302.63;  156.68;  176.48;  315.45;
18.08.2010;  477.34;  426.62;  164.26;  190.92;  252.42;  427.72;  302.04;  156.66;  175.09;  315.49;
19.08.2010;  468.78;  422.49;  163.46;  187.76;  247.99;  420.49;  297.43;  155.40;  171.51;  308.75;
20.08.2010;  458.01;  413.47;  159.89;  183.21;  241.17;  407.36;  289.31;  151.49;  166.52;  299.34;
23.08.2010;  458.12;  414.28;  160.72;  184.83;  241.05;  405.42;  289.25;  151.94;  167.87;  299.67;
24.08.2010;  448.09;  412.78;  158.90;  181.49;  235.47;  399.70;  287.59;  150.34;  164.92;  291.59;
25.08.2010;  440.28;  409.50;  157.21;  178.32;  232.85;  394.42;  285.37;  148.40;  161.32;  288.05;
26.08.2010;  451.20;  416.17;  159.54;  181.93;  237.52;  401.44;  290.68;  150.40;  164.74;  292.98;
27.08.2010;  452.50;  416.60;  161.23;  182.71;  238.74;  403.35;  291.36;  152.55;  165.45;  294.84;
30.08.2010;  451.05;  415.85;  161.11;  181.88;  237.33;  400.46;  289.26;  152.44;  164.01;  292.24;
31.08.2010;  455.33;  417.28;  161.27;  182.23;  238.42;  403.75;  291.11;  153.19;  164.35;  294.67;
01.09.2010;  476.97;  432.11;  167.13;  189.83;  248.25;  421.02;  303.76;  159.35;  172.41;  307.04;
02.09.2010;  477.31;  432.64;  167.36;  189.94;  249.26;  423.14;  304.69;  160.19;  172.60;  308.45;
03.09.2010;  483.44;  435.69;  168.37;  192.97;  251.99;  426.98;  307.59;  161.16;  175.72;  311.75;
06.09.2010;  483.90;  437.17;  168.64;  193.52;  252.94;  429.56;  308.00;  161.53;  176.38;  312.91;
07.09.2010;  475.05;  431.62;  165.95;  188.96;  248.80;  422.60;  302.38;  158.68;  170.78;  306.79;
08.09.2010;  482.93;  436.92;  168.13;  190.26;  251.09;  427.68;  307.14;  159.88;  171.89;  309.06;
09.09.2010;  489.06;  440.05;  169.33;  193.28;  253.98;  431.81;  310.34;  161.05;  174.69;  312.61;
10.09.2010;  488.43;  440.27;  168.78;  192.59;  253.61;  434.78;  311.42;  160.72;  174.08;  312.14;
13.09.2010;  500.66;  444.77;  171.56;  197.70;  258.20;  443.92;  315.68;  163.85;  178.98;  318.25;
14.09.2010;  505.38;  448.85;  172.85;  199.33;  260.45;  449.47;  319.12;  165.63;  180.83;  321.26;
15.09.2010;  505.45;  449.53;  174.44;  199.42;  260.75;  449.94;  320.48;  165.97;  180.65;  321.00;
16.09.2010;  505.61;  447.67;  174.58;  198.26;  260.98;  451.10;  321.09;  166.80;  179.82;  323.19;
17.09.2010;  504.38;  445.16;  175.23;  195.38;  261.27;  450.27;  319.13;  167.85;  176.30;  321.72;
20.09.2010;  511.67;  454.33;  177.90;  198.48;  265.35;  457.39;  326.63;  170.32;  179.29;  327.41;
21.09.2010;  508.74;  453.67;  177.81;  197.85;  267.24;  458.13;  326.93;  170.93;  179.53;  330.49;
22.09.2010;  518.46;  458.31;  178.37;  198.41;  268.61;  463.45;  329.56;  171.77;  180.84;  332.14;
23.09.2010;  516.84;  456.62;  177.68;  196.13;  265.48;  458.65;  326.87;  170.88;  177.69;  326.91;
24.09.2010;  527.42;  467.64;  181.70;  201.38;  273.43;  471.90;  338.07;  175.26;  183.82;  337.94;
27.09.2010;  526.46;  466.46;  180.65;  200.05;  272.10;  469.94;  337.36;  174.16;  182.35;  336.17;
28.09.2010;  531.72;  468.16;  181.29;  199.95;  273.91;  474.89;  339.26;  175.21;  182.23;  339.03;
29.09.2010;  529.56;  468.68;  180.66;  198.54;  275.38;  472.98;  340.55;  175.09;  180.69;  339.65;
30.09.2010;  526.50;  470.02;  179.80;  197.89;  275.00;  472.52;  342.82;  175.45;  181.24;  339.75;
01.10.2010;  533.39;  468.24;  179.89;  198.25;  274.91;  477.45;  340.65;  175.05;  180.87;  340.32;
04.10.2010;  526.25;  463.82;  178.36;  196.69;  271.70;  471.50;  334.84;  172.73;  178.43;  335.89;
05.10.2010;  542.83;  472.90;  182.37;  203.17;  278.40;  486.42;  343.85;  177.64;  185.41;  344.96;
06.10.2010;  555.53;  475.56;  183.73;  204.81;  282.54;  495.34;  346.92;  179.04;  187.76;  351.64;
07.10.2010;  551.22;  478.41;  184.31;  205.77;  281.37;  495.20;  350.17;  179.46;  189.46;  350.55;
08.10.2010;  560.53;  477.32;  183.74;  204.49;  280.88;  501.94;  349.76;  179.23;  188.28;  350.24;
11.10.2010;  558.38;  477.32;  184.03;  204.37;  282.82;  500.60;  349.77;  179.32;  187.53;  351.85;
12.10.2010;  552.06;  478.43;  182.84;  202.75;  280.89;  496.16;  350.59;  178.52;  185.67;  348.87;
13.10.2010;  571.77;  486.52;  186.13;  207.66;  288.73;  511.28;  359.02;  183.06;  191.85;  359.42;
14.10.2010;  581.71;  489.06;  187.11;  207.75;  291.88;  517.49;  361.28;  183.80;  191.90;  363.94;
15.10.2010;  579.29;  486.76;  186.41;  206.09;  290.45;  515.81;  359.88;  182.36;  190.72;  362.90;
18.10.2010;  574.67;  484.85;  185.62;  207.38;  289.20;  514.90;  357.20;  181.82;  191.85;  361.51;
19.10.2010;  557.33;  475.15;  182.56;  205.20;  284.59;  503.70;  349.50;  179.19;  190.23;  355.03;
20.10.2010;  572.94;  482.48;  184.80;  207.83;  290.41;  515.28;  355.36;  181.56;  193.55;  363.50;
21.10.2010;  578.58;  492.73;  186.38;  208.39;  295.62;  522.11;  365.86;  183.78;  194.60;  371.38;
22.10.2010;  572.99;  487.40;  185.32;  206.53;  292.39;  517.50;  364.42;  183.04;  193.15;  367.73;
25.10.2010;  583.66;  493.90;  186.75;  206.39;  294.01;  523.23;  370.51;  184.54;  192.82;  369.23;
26.10.2010;  576.65;  487.54;  185.81;  203.95;  290.12;  514.48;  363.18;  182.57;  190.36;  363.74;
27.10.2010;  564.59;  479.00;  183.38;  201.97;  285.60;  507.80;  354.96;  180.80;  187.77;  358.48;
28.10.2010;  570.59;  484.53;  185.71;  204.07;  287.86;  508.25;  358.09;  183.56;  189.78;  362.97;
29.10.2010;  567.60;  485.82;  186.22;  203.22;  286.76;  505.89;  358.91;  183.69;  188.82;  361.51;
01.11.2010;  572.52;  486.90;  186.52;  201.99;  288.97;  509.48;  359.95;  183.42;  186.26;  363.04;
02.11.2010;  583.15;  494.08;  188.17;  204.43;  292.66;  519.93;  365.15;  185.39;  189.34;  368.89;
03.11.2010;  581.61;  493.07;  187.34;  203.44;  290.94;  519.73;  363.25;  184.57;  186.46;  365.93;
04.11.2010;  610.81;  509.97;  190.73;  211.42;  300.67;  539.87;  376.50;  188.67;  192.94;  378.86;
05.11.2010;  612.67;  506.00;  188.29;  208.13;  297.79;  538.63;  370.09;  185.50;  188.55;  374.40;
08.11.2010;  605.63;  501.77;  186.72;  206.41;  296.33;  532.73;  366.78;  183.29;  186.78;  372.69;
09.11.2010;  614.20;  503.82;  186.87;  207.93;  299.09;  538.10;  371.45;  184.05;  188.53;  376.39;
10.11.2010;  596.67;  493.07;  183.65;  201.75;  292.20;  521.87;  361.74;  180.18;  181.15;  366.57;
11.11.2010;  602.94;  493.42;  182.81;  199.92;  290.76;  520.07;  361.39;  178.55;  178.31;  365.00;
12.11.2010;  593.93;  493.11;  183.31;  200.69;  290.40;  515.05;  361.66;  178.86;  180.35;  364.81;
15.11.2010;  597.11;  493.33;  183.48;  200.50;  290.88;  519.75;  362.58;  179.10;  180.42;  365.23;
16.11.2010;  571.38;  484.31;  179.48;  194.26;  282.32;  502.84;  355.34;  175.77;  175.31;  354.29;
17.11.2010;  574.89;  485.01;  179.92;  195.03;  284.41;  506.17;  356.70;  176.79;  176.48;  356.95;
18.11.2010;  589.62;  496.42;  183.15;  198.32;  291.02;  519.18;  366.62;  179.75;  180.07;  366.88;
19.11.2010;  588.69;  497.73;  182.80;  196.69;  292.27;  523.49;  369.29;  180.12;  178.98;  369.79;
22.11.2010;  583.03;  496.99;  181.82;  192.69;  289.86;  518.48;  368.30;  178.38;  174.15;  365.66;
23.11.2010;  567.39;  483.02;  177.72;  186.10;  281.64;  504.18;  355.51;  173.33;  166.31;  353.47;
24.11.2010;  576.65;  489.18;  179.25;  186.47;  285.29;  511.03;  361.49;  174.84;  166.01;  358.21;
25.11.2010;  584.99;  491.80;  180.11;  186.82;  286.06;  516.60;  363.28;  175.07;  165.80;  359.19;
26.11.2010;  571.27;  485.48;  177.83;  182.04;  283.06;  506.86;  356.14;  172.42;  161.14;  354.52;
29.11.2010;  553.36;  472.20;  173.60;  177.75;  276.40;  489.29;  344.12;  167.71;  155.12;  343.42;
30.11.2010;  555.17;  468.51;  172.16;  175.01;  275.58;  489.68;  341.30;  165.42;  151.37;  341.18;
01.12.2010;  572.04;  477.29;  174.91;  181.30;  283.09;  504.08;  351.59;  168.52;  158.15;  352.06;
02.12.2010;  587.58;  489.06;  179.23;  187.43;  292.16;  513.90;  363.29;  172.75;  164.66;  364.31;
03.12.2010;  596.70;  495.94;  181.52;  190.00;  296.50;  523.05;  368.91;  175.60;  168.06;  369.40;
06.12.2010;  599.96;  492.39;  179.82;  187.24;  295.65;  525.27;  365.85;  173.53;  164.51;  368.04;
07.12.2010;  610.24;  500.06;  182.90;  189.11;  300.69;  532.77;  372.98;  175.72;  166.36;  375.52;
08.12.2010;  599.82;  494.58;  181.35;  189.86;  297.27;  527.57;  365.74;  174.19;  167.80;  370.37;
09.12.2010;  596.93;  491.79;  180.45;  192.50;  294.59;  522.30;  361.96;  173.14;  171.18;  366.99;
10.12.2010;  600.97;  496.78;  181.17;  191.95;  296.71;  525.13;  367.04;  173.77;  170.31;  369.54;
13.12.2010;  612.62;  504.50;  183.48;  194.68;  302.19;  534.97;  373.64;  176.78;  173.35;  377.50;
14.12.2010;  610.51;  505.22;  183.16;  195.10;  302.92;  534.32;  372.39;  177.03;  173.60;  377.37;
15.12.2010;  608.57;  501.25;  180.95;  191.63;  302.33;  535.12;  369.49;  174.85;  169.86;  376.87;
16.12.2010;  603.97;  500.29;  180.32;  189.93;  300.38;  530.83;  367.42;  173.91;  167.76;  373.46;
17.12.2010;  602.25;  497.52;  179.35;  187.01;  299.45;  529.38;  363.85;  172.95;  164.71;  371.35;
20.12.2010;  604.06;  499.21;  178.39;  187.77;  301.15;  530.62;  364.99;  171.40;  165.12;  373.24;
21.12.2010;  616.71;  505.67;  179.70;  190.61;  304.85;  538.28;  370.62;  173.39;  168.28;  377.21;
22.12.2010;  616.71;  506.06;  179.30;  189.95;  303.89;  536.22;  369.91;  172.93;  166.71;  375.89;
23.12.2010;  613.78;  505.96;  179.63;  189.35;  302.65;  532.92;  368.74;  172.61;  165.71;  374.29;
24.12.2010;  616.07;  507.09;  180.54;  189.84;  303.03;  534.76;  369.81;  173.11;  166.26;  374.65;
27.12.2010;  613.95;  502.38;  179.67;  188.30;  302.16;  533.00;  363.84;  172.01;  164.16;  373.54;
28.12.2010;  613.50;  502.87;  179.47;  188.48;  302.04;  531.61;  362.97;  171.76;  164.03;  373.05;
29.12.2010;  619.78;  503.65;  180.04;  188.73;  303.96;  536.93;  364.18;  172.85;  164.72;  375.70;
30.12.2010;  619.35;  502.25;  179.47;  188.29;  303.91;  535.52;  365.57;  173.07;  164.64;  375.67;
31.12.2010;  621.63;  504.84;  180.61;  189.57;  306.12;  539.83;  367.21;  173.56;  165.72;  378.25;
03.01.2011;  619.71;  508.33;  181.20;  190.59;  309.51;  542.05;  373.30;  176.19;  167.92;  383.36;
04.01.2011;  619.05;  505.39;  183.24;  192.95;  308.36;  533.14;  370.47;  176.80;  168.90;  380.30;
05.01.2011;  606.78;  497.34;  180.54;  191.69;  300.93;  520.31;  364.77;  172.95;  166.24;  370.36;
06.01.2011;  603.92;  495.43;  180.21;  190.64;  298.58;  517.83;  362.97;  172.58;  164.21;  366.16;
07.01.2011;  600.39;  494.07;  179.83;  188.35;  297.78;  512.08;  362.04;  171.13;  160.93;  364.12;
10.01.2011;  592.38;  490.00;  178.39;  184.30;  294.52;  502.91;  358.42;  168.99;  155.72;  359.42;
11.01.2011;  600.69;  495.57;  179.73;  187.04;  301.35;  509.02;  364.28;  170.84;  157.85;  368.14;
12.01.2011;  618.89;  498.55;  181.34;  196.06;  306.88;  526.72;  368.36;  173.67;  168.30;  376.57;
13.01.2011;  622.54;  499.27;  183.20;  201.79;  310.22;  531.44;  372.99;  176.40;  176.57;  383.07;
14.01.2011;  615.97;  499.57;  183.56;  203.07;  310.92;  528.37;  373.37;  176.85;  178.10;  384.20;
17.01.2011;  611.41;  498.91;  183.28;  201.16;  309.06;  523.81;  372.43;  175.44;  175.82;  380.84;
