Industry Indices: Price - US$ Currency Europe;Europe;;;;;Eurozone;;;;
Date;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus ;Bas Mater ;Cns Goods ;Cns Svcs ;Fincl ;Indus
    ;SXBSCL;S3000L;S5000L;SXFINL;SXIDUL;SXBSCK;S3000K;S5000K;SXFINK;SXIDUK
18.01.2011;  621.76;  506.33;  186.32;  205.42;  313.61;  532.18;  377.85;  178.85;  180.80;  387.45;
19.01.2011;  613.23;  500.90;  185.47;  204.61;  311.20;  528.42;  374.74;  178.88;  181.91;  387.51;
20.01.2011;  592.22;  488.95;  181.52;  203.71;  304.13;  518.31;  364.83;  175.70;  182.88;  380.26;
21.01.2011;  602.51;  495.47;  184.54;  208.40;  310.87;  529.32;  369.53;  179.03;  188.96;  389.86;
24.01.2011;  607.72;  501.42;  186.68;  210.07;  312.49;  529.25;  371.33;  181.74;  191.15;  392.93;
25.01.2011;  601.80;  499.84;  184.65;  207.10;  313.55;  530.97;  372.13;  180.92;  187.86;  394.14;
26.01.2011;  615.98;  504.25;  187.08;  207.41;  319.06;  542.89;  376.89;  183.06;  187.23;  399.55;
27.01.2011;  616.33;  501.28;  185.75;  211.16;  320.00;  543.71;  375.36;  182.46;  192.01;  401.49;
28.01.2011;  600.61;  492.95;  182.95;  208.45;  314.43;  532.29;  368.26;  179.42;  189.59;  394.19;
31.01.2011;  606.24;  492.95;  184.61;  209.14;  314.58;  534.79;  368.06;  181.30;  190.52;  394.88;
01.02.2011;  622.53;  499.97;  187.33;  214.57;  317.97;  547.15;  373.54;  184.18;  196.33;  401.23;
02.02.2011;  632.12;  502.47;  187.39;  215.97;  313.87;  547.97;  373.24;  183.92;  197.68;  396.43;
03.02.2011;  624.48;  499.12;  185.63;  212.72;  311.41;  538.42;  369.55;  181.13;  193.04;  391.15;
04.02.2011;  623.83;  495.54;  185.43;  212.78;  312.05;  537.40;  365.82;  180.72;  193.07;  391.69;
07.02.2011;  633.37;  501.31;  186.85;  214.44;  315.53;  542.09;  371.05;  181.76;  194.89;  395.46;
08.02.2011;  638.18;  506.97;  187.96;  217.46;  317.77;  547.87;  379.32;  183.51;  198.07;  400.22;
09.02.2011;  634.06;  503.39;  188.50;  217.47;  318.55;  549.01;  377.63;  184.16;  197.88;  401.40;
10.02.2011;  628.42;  500.24;  186.82;  213.57;  315.22;  547.54;  375.77;  181.71;  194.03;  396.99;
11.02.2011;  631.36;  501.53;  185.87;  213.52;  317.20;  544.87;  376.10;  181.02;  194.05;  398.44;
14.02.2011;  637.26;  498.75;  185.11;  211.92;  317.14;  548.99;  373.18;  180.17;  191.53;  397.52;
15.02.2011;  634.48;  502.03;  186.42;  214.68;  316.16;  552.64;  373.85;  180.64;  194.76;  396.82;
16.02.2011;  629.71;  499.58;  186.53;  218.84;  317.49;  551.05;  372.03;  181.02;  199.83;  399.74;
17.02.2011;  631.28;  502.97;  187.47;  221.24;  316.97;  555.49;  371.61;  181.93;  201.13;  400.78;
18.02.2011;  630.42;  504.48;  188.79;  221.46;  320.14;  560.37;  372.50;  182.59;  201.66;  405.90;
21.02.2011;  622.22;  503.10;  187.67;  216.62;  317.31;  551.86;  370.70;  181.30;  196.38;  401.22;
22.02.2011;  621.98;  503.42;  186.32;  215.24;  314.96;  549.18;  371.21;  180.43;  194.63;  397.78;
23.02.2011;  609.66;  501.21;  184.64;  214.94;  311.10;  542.24;  366.93;  179.06;  194.73;  392.91;
24.02.2011;  609.85;  497.29;  182.68;  213.09;  311.46;  542.99;  363.64;  178.02;  193.47;  393.19;
25.02.2011;  617.90;  501.57;  185.01;  215.62;  315.21;  544.96;  368.65;  179.91;  196.15;  398.26;
28.02.2011;  630.04;  506.38;  186.78;  217.25;  322.07;  554.93;  372.36;  181.29;  198.35;  407.04;
01.03.2011;  629.12;  507.52;  185.38;  214.25;  320.87;  554.27;  373.43;  180.59;  195.60;  404.98;
02.03.2011;  629.59;  505.13;  184.54;  213.83;  318.51;  557.25;  369.96;  179.32;  194.25;  402.80;
03.03.2011;  640.05;  507.92;  185.44;  214.30;  322.56;  566.24;  372.89;  180.06;  194.74;  408.35;
04.03.2011;  637.63;  504.97;  184.80;  213.65;  321.40;  564.73;  371.62;  179.15;  194.49;  405.01;
07.03.2011;  633.18;  504.64;  185.01;  212.58;  321.50;  564.74;  371.85;  179.71;  193.02;  405.22;
08.03.2011;  623.01;  505.03;  183.53;  212.72;  319.67;  556.78;  372.42;  178.15;  192.63;  402.69;
09.03.2011;  619.08;  505.94;  184.51;  212.73;  321.19;  555.22;  374.29;  178.92;  192.78;  403.02;
10.03.2011;  598.84;  497.32;  181.54;  207.99;  313.57;  542.35;  367.10;  176.90;  188.72;  394.15;
11.03.2011;  597.30;  494.38;  179.99;  206.71;  310.02;  538.35;  363.67;  175.38;  187.89;  390.52;
14.03.2011;  598.65;  491.86;  179.45;  207.79;  309.70;  539.33;  361.32;  175.03;  190.52;  389.96;
15.03.2011;  582.62;  478.18;  175.52;  203.15;  303.18;  522.26;  351.22;  170.65;  186.22;  382.96;
16.03.2011;  572.27;  472.19;  172.60;  197.76;  297.22;  510.74;  344.53;  167.46;  180.57;  373.37;
17.03.2011;  590.67;  482.42;  176.82;  203.05;  306.51;  526.40;  352.16;  171.72;  186.26;  387.03;
18.03.2011;  598.64;  487.56;  178.76;  204.76;  312.39;  534.87;  357.90;  173.89;  187.99;  393.91;
21.03.2011;  608.53;  497.14;  182.08;  209.80;  320.59;  546.23;  365.73;  177.53;  193.34;  404.73;
22.03.2011;  606.80;  495.27;  181.42;  210.06;  318.68;  544.51;  363.23;  176.76;  193.57;  402.23;
23.03.2011;  610.36;  497.49;  180.50;  208.96;  318.50;  543.46;  364.10;  176.32;  192.72;  402.10;
24.03.2011;  622.31;  505.34;  183.20;  212.08;  324.43;  556.86;  373.16;  179.28;  196.59;  410.99;
25.03.2011;  621.08;  504.64;  182.28;  210.45;  323.58;  556.04;  372.19;  178.47;  195.03;  410.84;
28.03.2011;  618.05;  502.96;  181.81;  210.68;  323.23;  554.00;  370.44;  178.30;  195.00;  410.51;
29.03.2011;  624.75;  503.48;  181.89;  208.39;  323.44;  558.00;  370.11;  178.46;  192.00;  410.99;
30.03.2011;  631.27;  510.74;  183.17;  209.27;  327.54;  565.55;  375.51;  180.26;  192.83;  416.77;
31.03.2011;  633.35;  510.93;  181.91;  206.75;  327.97;  569.43;  376.06;  180.23;  190.16;  417.75;
01.04.2011;  642.70;  514.58;  184.14;  210.43;  332.45;  577.42;  380.82;  182.52;  193.47;  424.54;
04.04.2011;  653.59;  518.35;  186.37;  210.14;  334.85;  587.36;  383.35;  184.32;  193.02;  426.99;
05.04.2011;  652.46;  520.74;  185.95;  209.78;  333.43;  583.56;  384.46;  183.02;  191.81;  424.24;
06.04.2011;  660.47;  524.25;  188.38;  215.08;  336.94;  593.97;  388.17;  185.81;  197.59;  430.33;
07.04.2011;  652.75;  518.83;  186.45;  215.51;  332.46;  587.39;  383.38;  183.60;  198.05;  423.22;
08.04.2011;  668.90;  523.24;  188.29;  218.57;  337.10;  597.97;  386.71;  185.79;  201.66;  429.42;
11.04.2011;  671.82;  520.54;  187.87;  218.41;  334.22;  599.57;  383.71;  185.37;  201.22;  425.05;
12.04.2011;  651.97;  517.59;  186.85;  215.92;  328.62;  588.48;  380.95;  184.88;  199.49;  417.78;
13.04.2011;  655.31;  523.40;  188.67;  217.10;  332.41;  594.20;  385.60;  186.22;  200.08;  422.91;
14.04.2011;  651.11;  523.33;  188.22;  213.83;  330.18;  589.54;  384.09;  184.45;  195.48;  417.98;
15.04.2011;  650.52;  527.14;  187.87;  212.32;  330.55;  590.63;  385.12;  183.73;  193.33;  418.82;
18.04.2011;  628.13;  511.09;  182.94;  204.07;  320.49;  571.47;  373.44;  177.74;  183.97;  404.28;
19.04.2011;  637.11;  522.42;  184.93;  205.80;  325.83;  576.73;  382.64;  179.89;  185.94;  410.11;
20.04.2011;  663.84;  536.16;  189.78;  210.63;  338.30;  602.72;  395.72;  184.89;  190.48;  427.29;
21.04.2011;  673.87;  541.64;  190.44;  214.11;  342.56;  611.23;  398.87;  185.07;  193.35;  432.32;
26.04.2011;  674.79;  547.20;  191.36;  215.73;  345.32;  616.83;  405.10;  186.40;  195.23;  436.20;
27.04.2011;  672.63;  547.76;  193.06;  216.61;  347.16;  621.38;  407.15;  188.04;  197.27;  438.65;
28.04.2011;  683.75;  553.81;  196.39;  220.58;  353.80;  633.07;  412.89;  192.01;  202.47;  447.64;
29.04.2011;  688.67;  556.20;  196.07;  221.16;  355.01;  638.95;  414.48;  192.16;  203.06;  447.76;
02.05.2011;  690.07;  560.30;  197.15;  221.68;  355.36;  639.23;  417.64;  193.35;  203.39;  448.68;
03.05.2011;  679.22;  558.98;  195.08;  220.15;  351.34;  635.06;  414.38;  191.31;  202.21;  444.81;
04.05.2011;  662.81;  554.62;  195.42;  218.04;  346.14;  621.35;  409.77;  190.53;  200.51;  437.84;
05.05.2011;  649.03;  546.82;  191.42;  212.25;  338.19;  610.36;  402.14;  184.65;  194.55;  427.48;
06.05.2011;  659.07;  551.00;  192.52;  212.95;  341.02;  618.50;  405.27;  185.54;  194.96;  431.36;
09.05.2011;  644.97;  541.58;  188.41;  206.90;  335.44;  600.29;  395.65;  180.40;  187.20;  421.44;
10.05.2011;  658.32;  547.68;  191.58;  210.84;  341.55;  613.16;  400.53;  183.13;  191.90;  429.72;
11.05.2011;  647.56;  548.88;  192.84;  210.52;  341.02;  601.08;  400.46;  184.34;  191.40;  428.61;
12.05.2011;  632.80;  544.46;  190.96;  207.47;  335.48;  590.96;  396.76;  182.05;  188.34;  421.26;
13.05.2011;  629.85;  544.54;  191.00;  205.44;  334.76;  591.60;  396.73;  182.70;  186.39;  419.78;
16.05.2011;  636.70;  544.70;  190.87;  205.16;  335.18;  592.87;  396.21;  182.21;  186.00;  420.25;
17.05.2011;  621.80;  536.95;  188.75;  202.55;  329.02;  576.51;  389.13;  180.27;  183.40;  411.97;
18.05.2011;  630.88;  541.75;  189.43;  204.10;  330.70;  585.39;  393.15;  181.36;  185.38;  414.97;
19.05.2011;  631.36;  544.35;  190.98;  205.26;  334.87;  587.06;  396.42;  182.86;  186.49;  420.76;
20.05.2011;  625.21;  541.20;  190.08;  202.83;  330.83;  577.06;  390.40;  181.10;  182.27;  413.81;
23.05.2011;  607.65;  529.23;  185.59;  196.97;  321.23;  561.37;  379.39;  176.15;  176.35;  401.75;
24.05.2011;  618.61;  533.41;  186.29;  197.35;  324.74;  569.80;  383.70;  177.36;  177.11;  406.28;
25.05.2011;  619.76;  533.39;  187.55;  200.21;  324.59;  565.84;  383.74;  178.22;  179.65;  404.34;
26.05.2011;  621.33;  534.19;  187.15;  200.27;  324.72;  562.35;  382.02;  177.83;  178.75;  404.12;
27.05.2011;  636.08;  543.65;  190.24;  204.73;  330.83;  573.40;  389.24;  180.58;  182.89;  411.00;
30.05.2011;  637.48;  544.23;  190.09;  204.02;  331.19;  576.54;  390.21;  180.44;  181.76;  411.59;
31.05.2011;  649.35;  552.04;  192.25;  207.67;  338.50;  594.21;  398.62;  183.74;  186.74;  423.31;
01.06.2011;  645.57;  552.83;  190.83;  205.88;  336.73;  590.41;  397.98;  182.86;  184.77;  419.86;
02.06.2011;  630.88;  547.08;  189.07;  203.59;  333.51;  578.38;  392.10;  181.22;  182.58;  414.85;
03.06.2011;  632.67;  549.59;  190.39;  205.71;  334.63;  585.22;  395.75;  183.30;  186.64;  418.84;
06.06.2011;  636.53;  549.40;  190.21;  203.63;  333.33;  589.10;  396.12;  182.96;  183.94;  417.39;
07.06.2011;  641.04;  549.82;  190.61;  204.63;  334.50;  591.61;  397.43;  183.71;  185.54;  419.85;
08.06.2011;  629.05;  543.39;  187.29;  201.14;  327.69;  582.54;  392.58;  180.06;  182.23;  412.36;
09.06.2011;  636.36;  544.33;  187.22;  201.02;  330.36;  588.15;  393.73;  179.58;  181.78;  415.89;
10.06.2011;  619.76;  533.09;  183.24;  196.66;  321.46;  575.05;  383.82;  175.58;  177.41;  404.15;
13.06.2011;  621.69;  535.12;  184.11;  197.31;  321.54;  575.21;  385.49;  176.07;  177.38;  404.03;
14.06.2011;  631.07;  539.21;  186.52;  200.96;  327.52;  588.89;  391.81;  178.74;  182.08;  412.82;
15.06.2011;  615.89;  529.44;  182.09;  195.27;  319.84;  573.46;  383.95;  173.42;  176.04;  402.56;
16.06.2011;  606.42;  523.76;  178.50;  192.29;  314.14;  566.83;  380.04;  169.98;  173.13;  395.86;
17.06.2011;  611.57;  530.24;  180.36;  196.51;  318.55;  574.84;  387.07;  172.32;  179.60;  402.89;
20.06.2011;  609.35;  532.19;  179.89;  194.72;  315.27;  571.25;  387.61;  171.54;  177.63;  399.63;
21.06.2011;  626.11;  537.42;  182.45;  198.96;  323.12;  585.84;  394.71;  174.94;  182.83;  410.58;
22.06.2011;  628.93;  537.97;  182.21;  198.07;  321.55;  590.65;  395.79;  175.52;  182.81;  408.94;
23.06.2011;  602.45;  524.53;  177.12;  190.01;  310.06;  563.59;  383.56;  169.22;  173.49;  393.60;
24.06.2011;  607.08;  528.91;  177.98;  187.31;  310.93;  563.69;  387.61;  169.69;  170.07;  394.06;
27.06.2011;  609.32;  534.60;  179.46;  188.38;  314.01;  564.76;  392.61;  171.13;  171.46;  398.00;
28.06.2011;  619.51;  540.30;  180.46;  191.65;  315.91;  574.09;  400.47;  172.48;  175.16;  399.88;
29.06.2011;  635.16;  545.05;  183.22;  195.50;  325.40;  588.06;  405.54;  175.93;  179.26;  412.21;
30.06.2011;  646.86;  551.38;  185.68;  200.47;  331.74;  598.93;  410.98;  178.85;  184.47;  421.13;
01.07.2011;  650.20;  552.51;  185.84;  204.58;  333.07;  601.22;  411.15;  178.81;  188.89;  422.76;
04.07.2011;  653.96;  557.95;  187.14;  204.37;  334.12;  604.95;  415.83;  179.75;  188.38;  422.77;
05.07.2011;  651.21;  560.74;  187.05;  202.84;  332.33;  601.88;  415.58;  178.15;  185.88;  418.29;
06.07.2011;  646.86;  555.08;  183.83;  197.90;  328.22;  597.45;  410.64;  174.56;  179.82;  412.57;
07.07.2011;  657.85;  559.58;  185.26;  198.30;  330.53;  605.89;  415.91;  176.47;  180.22;  414.67;
08.07.2011;  647.38;  555.89;  183.09;  193.55;  324.76;  596.21;  409.51;  173.36;  173.50;  405.59;
11.07.2011;  627.25;  541.42;  177.12;  184.31;  312.83;  572.93;  393.05;  166.44;  162.03;  389.35;
12.07.2011;  621.96;  539.54;  175.93;  183.21;  310.28;  568.88;  392.18;  165.22;  162.08;  385.58;
13.07.2011;  637.50;  547.77;  178.38;  186.59;  319.39;  582.22;  400.55;  168.50;  165.03;  396.76;
14.07.2011;  630.82;  546.79;  175.93;  185.03;  315.35;  576.81;  399.42;  166.39;  163.46;  391.68;
15.07.2011;  627.06;  547.55;  175.70;  183.03;  310.72;  574.23;  400.53;  165.84;  160.83;  386.86;
18.07.2011;  613.34;  535.70;  171.54;  176.11;  300.90;  563.50;  390.87;  162.15;  154.03;  375.85;
19.07.2011;  624.81;  540.73;  174.83;  180.52;  308.81;  572.41;  396.85;  165.66;  159.27;  386.67;
20.07.2011;  627.61;  544.18;  176.31;  186.27;  312.12;  572.61;  400.01;  167.38;  165.58;  390.41;
21.07.2011;  637.18;  553.07;  179.82;  195.00;  317.43;  585.02;  406.41;  171.69;  175.54;  399.27;
22.07.2011;  639.65;  557.77;  181.44;  194.91;  318.84;  585.67;  410.17;  172.87;  175.00;  401.16;
25.07.2011;  640.86;  560.69;  180.17;  190.38;  318.54;  588.96;  411.47;  171.47;  169.09;  400.44;
26.07.2011;  644.56;  561.68;  180.91;  191.90;  319.10;  592.88;  411.44;  172.37;  171.14;  401.12;
27.07.2011;  634.93;  553.95;  178.10;  186.76;  312.32;  582.62;  403.97;  169.11;  165.56;  391.80;
28.07.2011;  623.19;  551.25;  176.86;  187.56;  307.84;  566.05;  400.04;  167.40;  166.15;  384.00;
29.07.2011;  621.92;  548.90;  176.60;  186.66;  308.39;  569.18;  398.07;  166.67;  165.36;  384.16;
01.08.2011;  606.06;  540.65;  172.39;  181.42;  298.68;  548.74;  387.34;  161.99;  157.46;  368.21;
02.08.2011;  591.52;  534.05;  169.33;  176.93;  290.37;  536.01;  379.28;  158.17;  152.78;  358.43;
03.08.2011;  578.72;  526.81;  167.54;  173.93;  285.79;  523.59;  372.97;  156.56;  150.18;  352.46;
04.08.2011;  545.68;  509.20;  161.14;  165.23;  269.61;  496.00;  357.74;  150.07;  142.47;  332.86;
05.08.2011;  531.29;  503.27;  160.60;  162.99;  268.20;  482.69;  353.51;  149.67;  141.84;  330.59;
08.08.2011;  502.17;  482.12;  154.67;  156.40;  253.23;  457.00;  334.47;  143.74;  136.74;  311.84;
09.08.2011;  514.72;  492.51;  157.21;  158.30;  262.45;  464.50;  340.58;  145.91;  138.30;  322.33;
10.08.2011;  494.40;  479.92;  152.68;  148.89;  251.38;  443.84;  328.90;  141.53;  127.53;  306.40;
11.08.2011;  515.49;  490.50;  156.70;  154.66;  260.58;  465.54;  340.10;  145.67;  131.89;  320.02;
12.08.2011;  529.45;  504.80;  161.83;  161.00;  269.24;  477.05;  350.04;  150.55;  138.00;  330.95;
15.08.2011;  540.21;  510.48;  164.65;  163.89;  274.49;  488.36;  356.41;  154.25;  141.84;  338.63;
16.08.2011;  536.01;  510.81;  163.84;  163.27;  271.14;  481.44;  355.50;  152.67;  141.41;  334.30;
17.08.2011;  539.61;  515.16;  165.41;  162.72;  272.42;  482.09;  358.98;  154.44;  141.48;  336.31;
18.08.2011;  503.41;  491.78;  156.97;  151.41;  252.40;  451.57;  338.38;  146.45;  131.57;  310.21;
19.08.2011;  496.01;  484.56;  156.47;  149.83;  249.77;  442.07;  332.49;  145.93;  129.02;  307.28;
22.08.2011;  493.87;  486.67;  157.54;  149.31;  250.57;  439.66;  331.70;  146.58;  129.03;  307.95;
23.08.2011;  496.98;  491.06;  158.44;  149.52;  253.40;  443.44;  334.24;  147.23;  128.34;  310.45;
24.08.2011;  509.20;  494.70;  160.25;  152.14;  259.09;  457.14;  338.97;  149.87;  130.89;  318.21;
25.08.2011;  500.75;  489.21;  156.62;  151.29;  256.00;  446.24;  335.93;  146.96;  130.76;  315.82;
26.08.2011;  499.81;  488.96;  155.89;  148.35;  254.81;  442.19;  335.64;  146.21;  128.28;  313.51;
29.08.2011;  512.18;  496.93;  159.28;  152.86;  262.74;  457.62;  344.24;  150.90;  133.61;  324.77;
30.08.2011;  520.01;  495.02;  159.75;  154.38;  263.77;  454.85;  343.09;  150.77;  132.96;  324.39;
31.08.2011;  537.36;  507.04;  164.04;  158.70;  273.88;  469.70;  352.26;  154.62;  136.80;  335.90;
01.09.2011;  528.62;  506.55;  163.28;  158.33;  271.96;  459.50;  348.13;  153.22;  135.40;  331.99;
02.09.2011;  512.72;  498.62;  159.65;  151.93;  262.63;  442.86;  337.85;  149.53;  128.61;  318.90;
05.09.2011;  485.52;  477.48;  153.02;  142.78;  248.89;  417.58;  320.71;  143.30;  120.15;  301.20;
06.09.2011;  482.14;  471.67;  152.18;  139.25;  244.96;  409.68;  318.30;  140.90;  116.65;  296.74;
07.09.2011;  499.68;  481.12;  155.84;  144.47;  254.81;  426.13;  328.68;  145.00;  121.15;  309.55;
08.09.2011;  503.59;  479.54;  157.39;  145.42;  254.52;  427.78;  327.11;  145.61;  121.95;  308.69;
09.09.2011;  478.33;  462.83;  151.30;  135.67;  241.39;  403.34;  311.31;  139.31;  112.05;  290.03;
12.09.2011;  466.06;  450.77;  146.66;  128.93;  234.04;  392.15;  301.35;  134.11;  104.09;  280.75;
13.09.2011;  471.40;  454.98;  147.61;  132.87;  236.13;  397.99;  304.93;  134.95;  108.75;  284.41;
14.09.2011;  476.39;  463.35;  150.10;  133.99;  241.09;  407.52;  313.71;  137.76;  110.29;  292.46;
15.09.2011;  491.43;  472.94;  154.74;  140.88;  250.92;  421.94;  323.55;  141.87;  117.90;  305.32;
16.09.2011;  491.83;  474.24;  155.69;  141.20;  250.55;  421.65;  325.79;  142.63;  117.02;  304.52;
19.09.2011;  469.77;  461.24;  151.04;  134.66;  241.24;  403.36;  314.33;  137.69;  111.27;  293.23;
20.09.2011;  481.35;  474.88;  155.04;  137.30;  247.57;  415.58;  325.25;  141.52;  112.86;  300.65;
21.09.2011;  465.35;  467.12;  152.55;  134.81;  244.12;  404.48;  319.44;  139.87;  110.24;  296.06;
22.09.2011;  426.59;  441.17;  143.98;  125.24;  227.34;  378.78;  299.34;  131.49;  102.23;  274.98;
23.09.2011;  428.78;  445.89;  145.71;  128.47;  226.43;  383.43;  302.24;  132.59;  105.63;  273.98;
26.09.2011;  431.97;  449.54;  147.60;  133.21;  228.03;  389.46;  303.29;  133.55;  110.68;  275.66;
27.09.2011;  462.97;  468.14;  154.53;  143.29;  242.66;  412.75;  319.14;  140.31;  120.36;  294.07;
28.09.2011;  449.99;  463.51;  152.09;  140.75;  238.24;  405.68;  315.95;  138.66;  118.85;  289.03;
29.09.2011;  448.26;  463.47;  153.84;  144.35;  242.31;  410.21;  315.91;  140.78;  122.95;  294.38;
30.09.2011;  432.53;  450.93;  149.92;  138.27;  232.72;  394.01;  304.16;  136.68;  117.88;  282.84;
03.10.2011;  421.44;  444.45;  147.10;  133.46;  227.57;  382.65;  296.66;  133.31;  113.03;  274.97;
04.10.2011;  406.51;  434.90;  144.15;  128.48;  218.82;  370.80;  287.91;  130.49;  109.23;  264.12;
05.10.2011;  427.31;  443.19;  147.65;  134.66;  227.68;  387.88;  296.94;  134.22;  115.73;  277.09;
06.10.2011;  450.50;  455.19;  151.64;  141.41;  237.54;  406.09;  306.30;  137.80;  121.55;  291.40;
07.10.2011;  456.63;  461.18;  154.33;  142.75;  240.41;  410.12;  310.88;  139.55;  122.96;  293.88;
10.10.2011;  474.54;  471.40;  157.83;  147.80;  249.01;  428.19;  321.27;  143.43;  127.42;  306.19;
11.10.2011;  474.63;  471.33;  157.26;  147.41;  247.74;  430.49;  322.01;  142.91;  127.28;  303.91;
12.10.2011;  492.09;  482.16;  161.00;  153.35;  256.63;  445.09;  333.29;  147.39;  133.16;  315.60;
13.10.2011;  479.75;  479.84;  159.20;  147.75;  252.92;  437.11;  329.77;  144.94;  127.10;  311.47;
14.10.2011;  491.11;  489.55;  162.15;  149.61;  259.12;  446.43;  338.61;  148.44;  128.15;  319.96;
17.10.2011;  480.13;  481.66;  159.80;  146.53;  253.13;  435.32;  330.58;  145.79;  124.20;  311.32;
18.10.2011;  473.72;  478.12;  158.09;  144.12;  252.76;  435.04;  330.09;  144.22;  122.31;  311.19;
19.10.2011;  475.91;  484.07;  159.99;  148.15;  254.22;  434.95;  333.13;  145.36;  126.79;  312.63;
20.10.2011;  460.63;  478.35;  158.02;  141.92;  246.45;  423.65;  327.69;  143.02;  119.90;  300.71;
21.10.2011;  484.41;  496.95;  163.72;  149.02;  256.69;  444.89;  342.35;  148.89;  126.42;  312.92;
24.10.2011;  501.13;  499.58;  165.68;  151.50;  263.72;  452.83;  346.20;  150.99;  128.11;  321.96;
25.10.2011;  497.95;  496.55;  164.52;  150.06;  262.48;  451.53;  344.55;  149.70;  126.68;  319.72;
26.10.2011;  493.69;  495.23;  164.32;  148.48;  261.34;  444.37;  342.30;  149.36;  124.58;  317.70;
27.10.2011;  533.54;  515.73;  171.77;  163.76;  278.61;  482.30;  363.16;  158.25;  140.11;  340.82;
28.10.2011;  537.66;  520.31;  171.68;  163.34;  278.32;  484.91;  364.85;  157.87;  139.52;  339.09;
31.10.2011;  509.21;  504.10;  165.95;  154.46;  265.45;  462.30;  350.62;  151.65;  130.16;  321.72;
01.11.2011;  480.37;  484.70;  158.75;  142.14;  249.54;  432.91;  331.69;  143.76;  117.12;  301.41;
