日期,新建商品住宅销售价格指数(上月=100),城市,类别123,类别0123,date,销售价格变动,hp
2014年7月,97.6,三亚,3,3,2014-07-01,-0.02400000000000002,2.0651248036416927
2014年6月,99.9,三亚,3,3,2014-06-01,-0.0009999999999998899,2.1159065611082917
2014年5月,100.1,三亚,3,3,2014-05-01,0.0009999999999998899,2.1180245856939854
2014年4月,100.2,三亚,3,3,2014-04-01,0.0020000000000000018,2.115908677016969
2014年3月,100.4,三亚,3,3,2014-03-01,0.0040000000000000036,2.1116853064041603
2014年2月,100.2,三亚,3,3,2014-02-01,0.0020000000000000018,2.103272217534024
2014年1月,100.4,三亚,3,3,2014-01-01,0.0040000000000000036,2.099074069395234
2013年12月,100.2,三亚,3,3,2013-12-01,0.0020000000000000018,2.090711224497245
2013年11月,100.9,三亚,3,3,2013-11-01,0.009000000000000119,2.086538148200843
2013年10月,100.8,三亚,3,3,2013-10-01,0.008000000000000007,2.0679268069383974
2013年9月,100.3,三亚,3,3,2013-09-01,0.0029999999999998916,2.0515146894230134
2013年8月,100.6,三亚,3,3,2013-08-01,0.006000000000000005,2.0453785537617284
2013年7月,100.3,三亚,3,3,2013-07-01,0.0029999999999998916,2.0331794769003264
2013年6月,100.2,三亚,3,3,2013-06-01,0.0020000000000000018,2.0270981823532668
2013年5月,99.9,三亚,3,3,2013-05-01,-0.0009999999999998899,2.023052078196873
2013年4月,100.6,三亚,3,3,2013-04-01,0.006000000000000005,2.025077155352225
2013年3月,100.6,三亚,3,3,2013-03-01,0.006000000000000005,2.0129991603898856
2013年2月,100.4,三亚,3,3,2013-02-01,0.0040000000000000036,2.000993201182789
2013年1月,100.3,三亚,3,3,2013-01-01,0.0029999999999998916,1.993021116715925
2012年12月,100.4,三亚,3,3,2012-12-01,0.0040000000000000036,1.9870599369052098
2012年11月,100.1,三亚,3,3,2012-11-01,0.0009999999999998899,1.9791433634514042
2012年10月,99.9,三亚,3,3,2012-10-01,-0.0009999999999998899,1.9771661972541503
2012年9月,100.0,三亚,3,3,2012-09-01,0.0,1.979145342596747
2012年8月,100.0,三亚,3,3,2012-08-01,0.0,1.979145342596747
2012年7月,99.9,三亚,3,3,2012-07-01,-0.0009999999999998899,1.979145342596747
2012年6月,99.9,三亚,3,3,2012-06-01,-0.0009999999999998899,1.9811264690658126
2012年5月,99.8,三亚,3,3,2012-05-01,-0.0020000000000000018,1.9831095786444568
2012年4月,99.7,三亚,3,3,2012-04-01,-0.0030000000000000027,1.9870837461367303
2012年3月,99.8,三亚,3,3,2012-03-01,-0.0020000000000000018,1.993062934941555
2012年2月,100.0,三亚,3,3,2012-02-01,0.0,1.9970570490396342
2012年1月,100.0,三亚,3,3,2012-01-01,0.0,1.9970570490396342
2011年12月,100.0,三亚,3,3,2011-12-01,0.0,1.9970570490396342
2011年11月,99.8,三亚,3,3,2011-11-01,-0.0020000000000000018,1.9970570490396342
2011年10月,100.0,三亚,3,3,2011-10-01,0.0,2.001059167374383
2011年9月,100.0,三亚,3,3,2011-09-01,0.0,2.001059167374383
2011年8月,100.0,三亚,3,3,2011-08-01,0.0,2.001059167374383
2011年7月,100.0,三亚,3,3,2011-07-01,0.0,2.001059167374383
2011年6月,99.9,三亚,3,3,2011-06-01,-0.0009999999999998899,2.001059167374383
2011年5月,100.3,三亚,3,3,2011-05-01,0.0029999999999998916,2.003062229603987
2011年4月,99.9,三亚,3,3,2011-04-01,-0.0009999999999998899,1.997071016554324
2011年3月,100.4,三亚,3,3,2011-03-01,0.0040000000000000036,1.9990700866409647
2011年2月,100.4,三亚,3,3,2011-02-01,0.0040000000000000036,1.9911056639850246
2011年1月,100.4,三亚,3,3,2011-01-01,0.0040000000000000036,1.983172972096638
2010年12月,100.1,三亚,3,3,2010-12-01,0.0009999999999998899,1.9752718845584043
2010年11月,100.1,三亚,3,3,2010-11-01,0.0009999999999998899,1.9732985859724321
2010年10月,99.9,三亚,3,3,2010-10-01,-0.0009999999999998899,1.9713272587137187
2010年9月,100.3,三亚,3,3,2010-09-01,0.0029999999999998916,1.9733005592729915
2010年8月,99.2,三亚,3,3,2010-08-01,-0.008000000000000007,1.9673983641804504
2010年7月,97.2,三亚,3,3,2010-07-01,-0.028000000000000025,1.9832644800206154
2010年6月,99.8,三亚,3,3,2010-06-01,-0.0020000000000000018,2.0403955555767648
2010年5月,101.5,三亚,3,3,2010-05-01,0.014999999999999902,2.0444845246260166
2010年4月,100.2,三亚,3,3,2010-04-01,0.0020000000000000018,2.0142704676118393
2010年3月,101.2,三亚,3,3,2010-03-01,0.01200000000000001,2.0102499676764864
2010年2月,119.3,三亚,3,3,2010-02-01,0.19300000000000006,1.98641301153803
2010年1月,122.7,三亚,3,3,2010-01-01,0.2270000000000001,1.6650570088332188
2009年12月,105.1,三亚,3,3,2009-12-01,0.050999999999999934,1.3570146771256877
2009年11月,100.9,三亚,3,3,2009-11-01,0.009000000000000119,1.2911652494059827
2009年10月,100.1,三亚,3,3,2009-10-01,0.0009999999999998899,1.279648413682837
2009年9月,99.6,三亚,3,3,2009-09-01,-0.0040000000000000036,1.278370043639198
2009年8月,100.4,三亚,3,3,2009-08-01,0.0040000000000000036,1.2835040598787129
2009年7月,100.7,三亚,3,3,2009-07-01,0.007000000000000117,1.2783904978871643
2009年6月,100.0,三亚,3,3,2009-06-01,0.0,1.2695039700964887
2009年5月,100.2,三亚,3,3,2009-05-01,0.0020000000000000018,1.2695039700964887
2009年4月,99.8,三亚,3,3,2009-04-01,-0.0020000000000000018,1.266970030036416
2009年3月,100.3,三亚,3,3,2009-03-01,0.0029999999999998916,1.2695090481326814
2009年2月,100.3,三亚,3,3,2009-02-01,0.0029999999999998916,1.265711912395495
2009年1月,99.8,三亚,3,3,2009-01-01,-0.0020000000000000018,1.2619261339935146
2008年12月,99.5,三亚,3,3,2008-12-01,-0.0050000000000000044,1.264455044081678
2008年11月,100.1,三亚,3,3,2008-11-01,0.0009999999999998899,1.2708090895293247
2008年10月,100.0,三亚,3,3,2008-10-01,0.0,1.2695395499793456
2008年9月,99.5,三亚,3,3,2008-09-01,-0.0050000000000000044,1.2695395499793456
2008年8月,99.9,三亚,3,3,2008-08-01,-0.0009999999999998899,1.2759191457078851
2008年7月,100.2,三亚,3,3,2008-07-01,0.0020000000000000018,1.2771963420499348
2008年6月,100.0,三亚,3,3,2008-06-01,0.0,1.2746470479540268
2008年5月,100.2,三亚,3,3,2008-05-01,0.0020000000000000018,1.2746470479540268
2008年4月,99.5,三亚,3,3,2008-04-01,-0.0050000000000000044,1.2721028422694878
2008年3月,101.9,三亚,3,3,2008-03-01,0.019000000000000128,1.2784953188638069
2008年2月,103.4,三亚,3,3,2008-02-01,0.03400000000000003,1.254656838924246
2008年1月,101.6,三亚,3,3,2008-01-01,0.016000000000000014,1.2134011981859245
2007年12月,98.6,三亚,3,3,2007-12-01,-0.014000000000000012,1.194292517899532
2007年11月,99.8,三亚,3,3,2007-11-01,-0.0020000000000000018,1.2112500181536836
2007年10月,101.8,三亚,3,3,2007-10-01,0.018000000000000016,1.2136773728994825
2007年9月,100.9,三亚,3,3,2007-09-01,0.009000000000000119,1.1922174586438925
2007年8月,102.2,三亚,3,3,2007-08-01,0.02200000000000002,1.1815832097560877
2007年7月,102.0,三亚,3,3,2007-07-01,0.020000000000000018,1.1561479547515534
2007年6月,100.7,三亚,3,3,2007-06-01,0.007000000000000117,1.1334783870113267
2007年5月,100.7,三亚,3,3,2007-05-01,0.007000000000000117,1.1255991926626878
2007年4月,100.4,三亚,3,3,2007-04-01,0.0040000000000000036,1.1177747692777436
2007年3月,100.8,三亚,3,3,2007-03-01,0.008000000000000007,1.113321483344366
2007年2月,100.1,三亚,3,3,2007-02-01,0.0009999999999998899,1.1044855985559188
2007年1月,101.4,三亚,3,3,2007-01-01,0.014000000000000012,1.1033822163395792
2006年12月,100.7,三亚,3,3,2006-12-01,0.007000000000000117,1.088148142346725
2006年11月,101.0,三亚,3,3,2006-11-01,0.010000000000000009,1.0805840539689422
2006年10月,101.4,三亚,3,3,2006-10-01,0.014000000000000012,1.0698852019494478
2006年9月,101.3,三亚,3,3,2006-09-01,0.0129999999999999,1.055113611389988
2006年8月,100.6,三亚,3,3,2006-08-01,0.006000000000000005,1.0415731603060099
2006年7月,99.9,三亚,3,3,2006-07-01,-0.0009999999999998899,1.03536099433997
2006年6月,100.1,三亚,3,3,2006-06-01,0.0009999999999998899,1.0363973917317015
2006年5月,100.3,三亚,3,3,2006-05-01,0.0029999999999998916,1.0353620297019996
2006年4月,100.0,三亚,3,3,2006-04-01,0.0,1.0322652339999998
2006年3月,101.8,三亚,3,3,2006-03-01,0.018000000000000016,1.0322652339999998
2006年2月,100.1,三亚,3,3,2006-02-01,0.0009999999999998899,1.0140129999999998
2006年1月,101.3,三亚,3,3,2006-01-01,0.0129999999999999,1.013
2019年9月,100.5,上海,1,0,2019-09-01,0.004999999999999893,2.2333005203224725
2019年8月,100.3,上海,1,0,2019-08-01,0.0029999999999998916,2.222189572460172
2019年7月,99.9,上海,1,0,2019-07-01,-0.0009999999999998899,2.215542943629284
2019年6月,100.3,上海,1,0,2019-06-01,0.0029999999999998916,2.2177607043336174
2019年5月,99.9,上海,1,0,2019-05-01,-0.0009999999999998899,2.211127322366518
2019年4月,100.3,上海,1,0,2019-04-01,0.0029999999999998916,2.2133406630295474
2019年3月,99.9,上海,1,0,2019-03-01,-0.0009999999999998899,2.2067205015249725
2019年2月,100.3,上海,1,0,2019-02-01,0.0029999999999998916,2.208929430955928
2019年1月,100.1,上海,1,0,2019-01-01,0.0009999999999998899,2.2023224635652325
2018年12月,100.6,上海,1,0,2018-12-01,0.006000000000000005,2.200122341224009
2018年11月,100.5,上海,1,0,2018-11-01,0.004999999999999893,2.1870003391888755
2018年10月,100.1,上海,1,0,2018-10-01,0.0009999999999998899,2.1761197404864436
2018年9月,99.9,上海,1,0,2018-09-01,-0.0009999999999998899,2.173945794691752
2018年8月,100.1,上海,1,0,2018-08-01,0.0009999999999998899,2.1761219166083605
2018年7月,99.9,上海,1,0,2018-07-01,-0.0009999999999998899,2.173947968639721
2018年6月,100.0,上海,1,0,2018-06-01,0.0,2.176124092732453
2018年5月,99.8,上海,1,0,2018-05-01,-0.0020000000000000018,2.176124092732453
2018年4月,99.9,上海,1,0,2018-04-01,-0.0009999999999998899,2.1804850628581693
2018年3月,100.2,上海,1,0,2018-03-01,0.0020000000000000018,2.182667730588758
2018年2月,99.8,上海,1,0,2018-02-01,-0.0020000000000000018,2.178311108372014
2018年1月,99.6,上海,1,0,2018-01-01,-0.0040000000000000036,2.1826764612946032
2017年12月,100.3,上海,1,0,2017-12-01,0.0029999999999998916,2.1914422302154652
2017年11月,100.0,上海,1,0,2017-11-01,0.0,2.1848875675129267
2017年10月,100.3,上海,1,0,2017-10-01,0.0029999999999998916,2.1848875675129267
2017年9月,99.9,上海,1,0,2017-09-01,-0.0009999999999998899,2.178352509982978
2017年8月,100.0,上海,1,0,2017-08-01,0.0,2.1805330430260037
2017年7月,100.0,上海,1,0,2017-07-01,0.0,2.1805330430260037
2017年6月,99.8,上海,1,0,2017-06-01,-0.0020000000000000018,2.1805330430260037
2017年5月,100.0,上海,1,0,2017-05-01,0.0,2.1849028487234508
2017年4月,99.8,上海,1,0,2017-04-01,-0.0020000000000000018,2.1849028487234508
2017年3月,99.9,上海,1,0,2017-03-01,-0.0009999999999998899,2.1892814115465438
2017年2月,100.2,上海,1,0,2017-02-01,0.0020000000000000018,2.1914728844309743
2017年1月,99.9,上海,1,0,2017-01-01,-0.0009999999999998899,2.1870986870568605
2016年12月,99.8,上海,1,0,2016-12-01,-0.0020000000000000018,2.1892879750318923
2016年11月,99.9,上海,1,0,2016-11-01,-0.0009999999999998899,2.193675325683259
2016年10月,100.5,上海,1,0,2016-10-01,0.004999999999999893,2.1958711968801388
2016年9月,103.2,上海,1,0,2016-09-01,0.03200000000000003,2.184946464557352
2016年8月,105.2,上海,1,0,2016-08-01,0.052000000000000046,2.1171961865865816
2016年7月,101.4,上海,1,0,2016-07-01,0.014000000000000012,2.012543903599412
2016年6月,102.4,上海,1,0,2016-06-01,0.02400000000000002,1.984757301380091
2016年5月,102.3,上海,1,0,2016-05-01,0.02299999999999991,1.938239552128995
2016年4月,103.6,上海,1,0,2016-04-01,0.03600000000000003,1.8946623187966718
2016年3月,104.3,上海,1,0,2016-03-01,0.04299999999999993,1.8288246320431194
2016年2月,102.9,上海,1,0,2016-02-01,0.029000000000000137,1.7534272598687628
2016年1月,102.6,上海,1,0,2016-01-01,0.026000000000000023,1.7040109425352405
2015年12月,102.1,上海,1,0,2015-12-01,0.020999999999999908,1.6608293786893182
2015年11月,101.9,上海,1,0,2015-11-01,0.019000000000000128,1.6266693229082452
2015年10月,102.1,上海,1,0,2015-10-01,0.020999999999999908,1.596338884110152
2015年9月,101.9,上海,1,0,2015-09-01,0.019000000000000128,1.5635052733693948
2015年8月,101.6,上海,1,0,2015-08-01,0.016000000000000014,1.5343525744547544
2015年7月,101.9,上海,1,0,2015-07-01,0.019000000000000128,1.5101895417861755
2015年6月,102.4,上海,1,0,2015-06-01,0.02400000000000002,1.4820309536665115
2015年5月,102.6,上海,1,0,2015-05-01,0.026000000000000023,1.4472958531899527
2015年4月,100.7,上海,1,0,2015-04-01,0.007000000000000117,1.4106197399512208
2015年3月,100.0,上海,1,0,2015-03-01,0.0,1.4008140416596033
2015年2月,99.9,上海,1,0,2015-02-01,-0.0009999999999998899,1.4008140416596033
2015年1月,100.0,上海,1,0,2015-01-01,0.0,1.4022162579175208
2014年12月,99.7,上海,1,0,2014-12-01,-0.0030000000000000027,1.4022162579175208
2014年11月,99.5,上海,1,0,2014-11-01,-0.0050000000000000044,1.4064355646113549
2014年10月,99.3,上海,1,0,2014-10-01,-0.007000000000000006,1.413503080011412
2014年9月,98.9,上海,1,0,2014-09-01,-0.010999999999999899,1.423467351471714
2014年8月,98.7,上海,1,0,2014-08-01,-0.013000000000000012,1.4392996475952617
2014年7月,98.6,上海,1,0,2014-07-01,-0.014000000000000012,1.4582569884450474
2014年6月,99.3,上海,1,0,2014-06-01,-0.007000000000000006,1.4789624629260116
2014年5月,99.7,上海,1,0,2014-05-01,-0.0030000000000000027,1.489388180187323
2014年4月,100.3,上海,1,0,2014-04-01,0.0029999999999998916,1.493869789555991
2014年3月,100.4,上海,1,0,2014-03-01,0.0040000000000000036,1.4894015848015862
2014年2月,100.4,上海,1,0,2014-02-01,0.0040000000000000036,1.483467713945803
2014年1月,100.5,上海,1,0,2014-01-01,0.004999999999999893,1.477557484009764
2013年12月,100.6,上海,1,0,2013-12-01,0.006000000000000005,1.4702064517510092
2013年11月,100.7,上海,1,0,2013-11-01,0.007000000000000117,1.461437824802196
2013年10月,100.8,上海,1,0,2013-10-01,0.008000000000000007,1.4512788726933423
2013年9月,101.6,上海,1,0,2013-09-01,0.016000000000000014,1.4397607864021253
2013年8月,101.7,上海,1,0,2013-08-01,0.017000000000000126,1.4170873881910682
2013年7月,101.9,上海,1,0,2013-07-01,0.019000000000000128,1.3933995950747964
2013年6月,102.2,上海,1,0,2013-06-01,0.02200000000000002,1.3674186408977391
2013年5月,101.7,上海,1,0,2013-05-01,0.017000000000000126,1.3379830145770442
2013年4月,102.0,上海,1,0,2013-04-01,0.020000000000000018,1.3156175167915871
2013年3月,103.2,上海,1,0,2013-03-01,0.03200000000000003,1.2898210948937128
2013年2月,102.3,上海,1,0,2013-02-01,0.02299999999999991,1.2498266423388689
2013年1月,101.3,上海,1,0,2013-01-01,0.0129999999999999,1.2217269231073988
2012年12月,100.7,上海,1,0,2012-12-01,0.007000000000000117,1.2060482952689031
2012年11月,100.2,上海,1,0,2012-11-01,0.0020000000000000018,1.1976646427695163
2012年10月,100.0,上海,1,0,2012-10-01,0.0,1.1952740945803557
2012年9月,100.0,上海,1,0,2012-09-01,0.0,1.1952740945803557
2012年8月,100.0,上海,1,0,2012-08-01,0.0,1.1952740945803557
2012年7月,100.1,上海,1,0,2012-07-01,0.0009999999999998899,1.1952740945803557
2012年6月,100.2,上海,1,0,2012-06-01,0.0020000000000000018,1.1940800145657902
2012年5月,99.8,上海,1,0,2012-05-01,-0.0020000000000000018,1.191696621323144
2012年4月,99.8,上海,1,0,2012-04-01,-0.0020000000000000018,1.194084790904954
2012年3月,99.7,上海,1,0,2012-03-01,-0.0030000000000000027,1.1964777463977494
2012年2月,99.8,上海,1,0,2012-02-01,-0.0020000000000000018,1.2000779803387658
2012年1月,99.8,上海,1,0,2012-01-01,-0.0020000000000000018,1.2024829462312283
2011年12月,99.6,上海,1,0,2011-12-01,-0.0040000000000000036,1.2048927316946176
2011年11月,99.6,上海,1,0,2011-11-01,-0.0040000000000000036,1.2097316583279294
2011年10月,99.7,上海,1,0,2011-10-01,-0.0030000000000000027,1.2145900184015355
2011年9月,100.0,上海,1,0,2011-09-01,0.0,1.218244752659514
2011年8月,100.0,上海,1,0,2011-08-01,0.0,1.218244752659514
2011年7月,100.0,上海,1,0,2011-07-01,0.0,1.218244752659514
2011年6月,100.1,上海,1,0,2011-06-01,0.0009999999999998899,1.218244752659514
2011年5月,100.2,上海,1,0,2011-05-01,0.0020000000000000018,1.2170277249345796
2011年4月,100.3,上海,1,0,2011-04-01,0.0029999999999998916,1.2145985278788218
2011年3月,100.2,上海,1,0,2011-03-01,0.0020000000000000018,1.2109656309858643
2011年2月,101.1,上海,1,0,2011-02-01,0.010999999999999899,1.2085485339180282
2011年1月,101.1,上海,1,0,2011-01-01,0.010999999999999899,1.1953991433412743
2010年12月,100.3,上海,1,0,2010-12-01,0.0029999999999998916,1.1823928222960183
2010年11月,100.2,上海,1,0,2010-11-01,0.0020000000000000018,1.1788562535354121
2010年10月,100.0,上海,1,0,2010-10-01,0.0,1.1765032470413295
2010年9月,99.6,上海,1,0,2010-09-01,-0.0040000000000000036,1.1765032470413295
2010年8月,99.6,上海,1,0,2010-08-01,-0.0040000000000000036,1.1812281596800496
2010年7月,99.7,上海,1,0,2010-07-01,-0.0030000000000000027,1.1859720478715357
2010年6月,99.2,上海,1,0,2010-06-01,-0.008000000000000007,1.1895406698811792
2010年5月,100.1,上海,1,0,2010-05-01,0.0009999999999998899,1.1991337397995758
2010年4月,100.8,上海,1,0,2010-04-01,0.008000000000000007,1.1979358039955803
2010年3月,100.9,上海,1,0,2010-03-01,0.009000000000000119,1.1884283769797424
2010年2月,100.1,上海,1,0,2010-02-01,0.0009999999999998899,1.1778279256489022
2010年1月,100.6,上海,1,0,2010-01-01,0.006000000000000005,1.1766512743745277
2009年12月,101.4,上海,1,0,2009-12-01,0.014000000000000012,1.1696334735333276
2009年11月,101.2,上海,1,0,2009-11-01,0.01200000000000001,1.1534846879026899
2009年10月,101.6,上海,1,0,2009-10-01,0.016000000000000014,1.139807003856413
2009年9月,100.7,上海,1,0,2009-09-01,0.007000000000000117,1.121857287260249
2009年8月,101.2,上海,1,0,2009-08-01,0.01200000000000001,1.1140588751343088
2009年7月,101.1,上海,1,0,2009-07-01,0.010999999999999899,1.1008486908441786
2009年6月,101.0,上海,1,0,2009-06-01,0.010000000000000009,1.0888711086490392
2009年5月,100.5,上海,1,0,2009-05-01,0.004999999999999893,1.0780902065832072
2009年4月,100.1,上海,1,0,2009-04-01,0.0009999999999998899,1.072726573714634
2009年3月,100.0,上海,1,0,2009-03-01,0.0,1.0716549187958384
2009年2月,100.0,上海,1,0,2009-02-01,0.0,1.0716549187958384
2009年1月,99.9,上海,1,0,2009-01-01,-0.0009999999999998899,1.0716549187958384
2008年12月,99.7,上海,1,0,2008-12-01,-0.0030000000000000027,1.0727276464422806
2008年11月,99.6,上海,1,0,2008-11-01,-0.0040000000000000036,1.0759555129812242
2008年10月,99.7,上海,1,0,2008-10-01,-0.0030000000000000027,1.0802766194590605
2008年9月,99.1,上海,1,0,2008-09-01,-0.009000000000000008,1.0835272010622472
2008年8月,99.9,上海,1,0,2008-08-01,-0.0009999999999998899,1.0933675086400072
2008年7月,99.8,上海,1,0,2008-07-01,-0.0020000000000000018,1.0944619706106178
2008年6月,100.1,上海,1,0,2008-06-01,0.0009999999999998899,1.0966552811729637
2008年5月,100.0,上海,1,0,2008-05-01,0.0,1.0955597214515123
2008年4月,100.1,上海,1,0,2008-04-01,0.0009999999999998899,1.0955597214515123
2008年3月,100.0,上海,1,0,2008-03-01,0.0,1.094465256195317
2008年2月,99.9,上海,1,0,2008-02-01,-0.0009999999999998899,1.094465256195317
2008年1月,100.2,上海,1,0,2008-01-01,0.0020000000000000018,1.0955608170123292
2007年12月,100.2,上海,1,0,2007-12-01,0.0020000000000000018,1.09337406887458
2007年11月,100.7,上海,1,0,2007-11-01,0.007000000000000117,1.091191685503573
2007年10月,101.9,上海,1,0,2007-10-01,0.019000000000000128,1.0836064404206285
2007年9月,102.5,上海,1,0,2007-09-01,0.02499999999999991,1.0634018061046402
2007年8月,101.6,上海,1,0,2007-08-01,0.016000000000000014,1.0374651766874539
2007年7月,101.1,上海,1,0,2007-07-01,0.010999999999999899,1.0211271424089112
2007年6月,100.7,上海,1,0,2007-06-01,0.007000000000000117,1.0100169558940766
2007年5月,100.2,上海,1,0,2007-05-01,0.0020000000000000018,1.0029959840060343
2007年4月,100.1,上海,1,0,2007-04-01,0.0009999999999998899,1.0009939960140062
2007年3月,100.1,上海,1,0,2007-03-01,0.0009999999999998899,0.9999940020119943
2007年2月,100.0,上海,1,0,2007-02-01,0.0,0.9989950070049894
2007年1月,99.9,上海,1,0,2007-01-01,-0.0009999999999998899,0.9989950070049894
2006年12月,99.9,上海,1,0,2006-12-01,-0.0009999999999998899,0.9999950020069963
2006年11月,100.0,上海,1,0,2006-11-01,0.0,1.0009959980050012
2006年10月,100.0,上海,1,0,2006-10-01,0.0,1.0009959980050012
2006年9月,100.1,上海,1,0,2006-09-01,0.0009999999999998899,1.0009959980050012
2006年8月,100.0,上海,1,0,2006-08-01,0.0,0.9999960020029982
2006年7月,100.0,上海,1,0,2006-07-01,0.0,0.9999960020029982
2006年6月,100.1,上海,1,0,2006-06-01,0.0009999999999998899,0.9999960020029982
2006年5月,100.2,上海,1,0,2006-05-01,0.0020000000000000018,0.9989970049980004
2006年4月,100.0,上海,1,0,2006-04-01,0.0,0.9970029990000003
2006年3月,99.9,上海,1,0,2006-03-01,-0.0009999999999998899,0.9970029990000003
2006年2月,99.9,上海,1,0,2006-02-01,-0.0009999999999998899,0.9980010000000002
2006年1月,99.9,上海,1,0,2006-01-01,-0.0009999999999998899,0.9990000000000001
2019年9月,101.0,丹东,3,3,2019-09-01,0.010000000000000009,1.5488161555615485
2019年8月,100.6,丹东,3,3,2019-08-01,0.006000000000000005,1.533481342140147
2019年7月,100.4,丹东,3,3,2019-07-01,0.0040000000000000036,1.5243353301591918
2019年6月,99.8,丹东,3,3,2019-06-01,-0.0020000000000000018,1.5182622810350515
2019年5月,100.5,丹东,3,3,2019-05-01,0.004999999999999893,1.5213048908166849
2019年4月,100.6,丹东,3,3,2019-04-01,0.006000000000000005,1.5137362097678457
2019年3月,101.9,丹东,3,3,2019-03-01,0.019000000000000128,1.5047079619958705
2019年2月,100.6,丹东,3,3,2019-02-01,0.006000000000000005,1.476651581939029
2019年1月,100.4,丹东,3,3,2019-01-01,0.0040000000000000036,1.4678445148499293
2018年12月,101.9,丹东,3,3,2018-12-01,0.019000000000000128,1.4619965287349894
2018年11月,101.0,丹东,3,3,2018-11-01,0.010000000000000009,1.4347365345780072
2018年10月,100.4,丹东,3,3,2018-10-01,0.0040000000000000036,1.4205312223544626
2018年9月,101.0,丹东,3,3,2018-09-01,0.010000000000000009,1.4148717354128113
2018年8月,100.4,丹东,3,3,2018-08-01,0.0040000000000000036,1.40086310436912
2018年7月,100.5,丹东,3,3,2018-07-01,0.004999999999999893,1.395281976463267
2018年6月,103.3,丹东,3,3,2018-06-01,0.03299999999999992,1.388340275087828
2018年5月,105.3,丹东,3,3,2018-05-01,0.052999999999999936,1.343988649649398
2018年4月,102.0,丹东,3,3,2018-04-01,0.020000000000000018,1.2763424972928756
2018年3月,100.4,丹东,3,3,2018-03-01,0.0040000000000000036,1.2513161738165448
2018年2月,99.8,丹东,3,3,2018-02-01,-0.0020000000000000018,1.2463308504148853
2018年1月,100.1,丹东,3,3,2018-01-01,0.0009999999999998899,1.248828507429745
2017年12月,101.2,丹东,3,3,2017-12-01,0.01200000000000001,1.2475809265032418
2017年11月,101.0,丹东,3,3,2017-11-01,0.010000000000000009,1.2327874767818594
2017年10月,100.0,丹东,3,3,2017-10-01,0.0,1.2205816601800588
2017年9月,100.3,丹东,3,3,2017-09-01,0.0029999999999998916,1.2205816601800588
2017年8月,100.4,丹东,3,3,2017-08-01,0.0040000000000000036,1.216930867577327
2017年7月,100.5,丹东,3,3,2017-07-01,0.004999999999999893,1.2120825374276165
2017年6月,100.3,丹东,3,3,2017-06-01,0.0029999999999998916,1.2060522760473797
2017年5月,100.0,丹东,3,3,2017-05-01,0.0,1.2024449412237088
2017年4月,100.1,丹东,3,3,2017-04-01,0.0009999999999998899,1.2024449412237088
2017年3月,99.9,丹东,3,3,2017-03-01,-0.0009999999999998899,1.2012436975261829
2017年2月,100.2,丹东,3,3,2017-02-01,0.0020000000000000018,1.2024461436698526
2017年1月,100.3,丹东,3,3,2017-01-01,0.0029999999999998916,1.200046051566719
2016年12月,99.6,丹东,3,3,2016-12-01,-0.0040000000000000036,1.1964566815221527
2016年11月,100.5,丹东,3,3,2016-11-01,0.004999999999999893,1.2012617284358962
2016年10月,100.2,丹东,3,3,2016-10-01,0.0020000000000000018,1.195285301926265
2016年9月,99.8,丹东,3,3,2016-09-01,-0.0020000000000000018,1.1928995029204241
2016年8月,99.9,丹东,3,3,2016-08-01,-0.0009999999999998899,1.1952900830865973
2016年7月,99.6,丹东,3,3,2016-07-01,-0.0040000000000000036,1.1964865696562534
2016年6月,100.2,丹东,3,3,2016-06-01,0.0020000000000000018,1.201291736602664
2016年5月,100.3,丹东,3,3,2016-05-01,0.0029999999999998916,1.1988939487052537
2016年4月,100.4,丹东,3,3,2016-04-01,0.0040000000000000036,1.1953080246313597
2016年3月,99.8,丹东,3,3,2016-03-01,-0.0020000000000000018,1.1905458412662944
2016年2月,99.3,丹东,3,3,2016-02-01,-0.007000000000000006,1.1929317046756456
2016年1月,99.8,丹东,3,3,2016-01-01,-0.0020000000000000018,1.2013410923218988
2015年12月,99.1,丹东,3,3,2015-12-01,-0.009000000000000008,1.2037485895009006
2015年11月,100.0,丹东,3,3,2015-11-01,0.0,1.2146807159444002
2015年10月,99.7,丹东,3,3,2015-10-01,-0.0030000000000000027,1.2146807159444002
2015年9月,99.9,丹东,3,3,2015-09-01,-0.0009999999999998899,1.2183357231137415
2015年8月,99.5,丹东,3,3,2015-08-01,-0.0050000000000000044,1.2195552783921335
2015年7月,99.9,丹东,3,3,2015-07-01,-0.0009999999999998899,1.2256836968765161
2015年6月,99.7,丹东,3,3,2015-06-01,-0.0030000000000000027,1.226910607484
2015年5月,99.8,丹东,3,3,2015-05-01,-0.0020000000000000018,1.2306024147281844
2015年4月,99.6,丹东,3,3,2015-04-01,-0.0040000000000000036,1.233068551831848
2015年3月,99.7,丹东,3,3,2015-03-01,-0.0030000000000000027,1.2380206343693254
2015年2月,99.3,丹东,3,3,2015-02-01,-0.007000000000000006,1.2417458719852812
2015年1月,98.4,丹东,3,3,2015-01-01,-0.015999999999999903,1.2504993675581886
2014年12月,99.4,丹东,3,3,2014-12-01,-0.005999999999999894,1.270832690607915
2014年11月,98.7,丹东,3,3,2014-11-01,-0.013000000000000012,1.2785037128852264
2014年10月,98.6,丹东,3,3,2014-10-01,-0.014000000000000012,1.2953431741491654
